x1,y
5.065203643591601,52.29858287303606
21.099719673140076,94.84522181519908
18.11866084216463,82.56570507734243
22.489969229752933,96.25349589025822
16.1325358409976,82.69191225581677
12.886001533642721,70.32693924329615
23.126878002367928,98.77308846063859
14.508811007057698,79.15136689175932
3.3700629107886293,47.51166127075769
22.725175433897633,95.54835524960471
24.535553323012717,98.42329804088813
12.019076660618683,71.69985808842756
17.323619293474554,80.59647960579255
10.867898959017735,65.41434218982869
8.947160354855674,60.71050330966948
13.62067064752944,75.30504823380511
5.334318770574087,53.0138020588673
16.46470172495596,80.56538267713546
11.36647502283984,66.16287130316672
2.5099423476540346,47.97406326005216
17.715558035518246,84.92099063183814
20.164831692755243,87.90900897438296
23.624595395830397,98.38660630289333
7.563411258951847,57.74784185872324
16.638216948903672,81.69645621936166
20.386926838178173,91.84043433083232
11.22007950680007,69.7159339936867
10.06972426413624,66.5661023563702
19.909642458140826,92.01113866278318
2.3384326408329437,45.07926233687307
24.157171361323755,102.55227528874245
2.1482506502944005,47.03227308276083
23.140404130274945,97.7955227867248
15.807469715776282,81.88616919719264
15.467181913239367,76.78563265240055
16.73190491491489,83.28408532384447
11.502620877121563,68.13424418900262
9.327689861436284,63.51430082852577
10.737743380555257,65.55370238678647
14.769003314448511,74.68330140205182
5.536460151067976,55.86297078121795
7.825019610012723,62.39048363349665
14.232073846908136,75.96893500379525
19.469775574402505,88.76703329676292
24.811594662250304,99.58617203212462
20.851479434997955,90.00280086278643
10.916027716483232,66.84992982725642
5.600053647248796,52.290553171386925
5.444930917933433,51.47036215872276
12.039110338326664,71.23601210990661
16.941983085362782,83.2889428540505
23.93643982320488,99.56519063367288
6.3072163736718085,55.54573625203371
21.500405207819643,94.80947958929552
11.018216130361228,70.51979620456679
8.236356816678855,61.53661412270728
10.687650061431105,69.06346352487395
9.79428558649885,62.831313211027414
1.2647299014852287,41.03571878508533
16.53257094846169,79.15587319938203
20.34003998672501,91.46213968796684
23.773297317178276,101.80416177294077
21.679082556035095,96.9321876470637
18.737721453459617,85.44832420141671
16.328129684404846,82.43174104694933
14.617841237520443,74.34576715142622
16.216070582055433,79.6309276148326
18.733979009605232,83.91389520860056
12.796184637699055,69.8334464390156
16.763590990480402,83.99485819161026
4.60232275356183,52.39991749157179
11.35055896858234,67.59324085360706
21.71337445479274,97.01080968039471
21.593830342279972,94.29380772347761
13.48174836457102,75.90083422601248
13.390461327436979,72.07978630685948
24.175449114491972,100.68622775577988
15.598209462787963,77.64146699803601
24.585522564500625,100.8476250959117
22.598833722376668,98.78694470205943
11.23106083834416,68.59472637053149
4.3655795779473845,49.589493442775385
24.713762735625437,99.45087239538628
19.768241952681233,86.64709761706203
10.624361593545645,67.69831811246559
4.219501432749118,49.614999365995395
2.7840519569189177,49.909472145971904
18.17319860510405,86.3749782416755
18.35173685146814,85.23790208722808
17.452232256161345,81.05587998745663
19.450397933681092,90.79365374283782
2.735385114204375,44.59416021780429
22.457380662621837,95.01079873501071
19.583155084226608,91.92734903533683
1.7147721294808627,42.77892903959749
21.31571387312812,93.77094935278636
1.0635335486424617,42.054388317697146
20.05205657505548,92.3948245515728
6.751471118485861,56.762225770096435
3.1324248036374347,45.768821060873115
19.100488196355595,85.30473090740324
6.21365582715869,54.74216961347835
0.6281445417070763,41.694724868677106
21.349187475851885,94.89084786228223
16.384463004685013,80.21547536918786
3.6104151190405496,46.95516515357118
5.026145982652852,49.921571719882785
3.6589938818565093,51.192556087805734
3.6867313259302787,49.80382046216948
15.828617931733554,79.76297050045721
0.5765151493716758,40.889513209342475
7.430789903365434,58.45150516120121
16.68760418005583,83.47953378934953
2.0749673008347678,45.540549684033216
6.5511055783461005,56.35954367898374
12.302797611460981,71.17456716075056
0.0035360372520026884,39.98929393025232
0.2696795316123768,39.810765693609305
13.521203067991655,70.94812055800152
14.30929287699056,77.31821646575084
17.842255654235746,82.81181142979062
9.943534738362247,64.24784565553756
22.451086238910637,94.99311911006909
10.387613947404276,68.42921681294213
8.683406337960273,64.2087578021193
